,EDUCATION,MARRIAGE,AGE,BILL_AMT1
6961,2,2,47,64586.0
6962,1,2,38,390.0
6963,1,1,40,241153.0
6964,1,1,41,56093.0
6965,3,2,23,49385.0
6966,3,1,32,0.0
6967,2,2,29,43030.0
6968,2,2,25,6302.0
6969,1,2,45,0.0
6970,2,1,49,371.0
6971,2,2,37,15960.0
6972,1,1,38,1902.0
6973,2,2,24,53890.0
6974,2,1,31,12793.0
6975,3,1,36,92675.0
6976,2,2,27,29063.0
6977,2,1,44,6389.0
6978,1,2,30,998.0
6979,3,2,57,49467.0
6980,2,1,35,44552.0
6981,2,1,38,1894.0
6982,1,2,24,7795.0
6983,1,1,51,311.0
6984,3,2,43,6085.0
6985,1,1,40,50657.0
6986,1,2,27,3136.0
6987,2,2,50,59853.0
6988,3,1,51,48091.0
6989,2,2,26,52623.0
6990,3,2,59,5119.0
6991,2,1,40,326.0
6992,1,2,36,0.0
6993,1,2,28,0.0
6994,3,2,28,407490.0
6995,1,2,41,16098.0
6996,2,2,25,38449.0
6997,1,2,33,498.0
6998,1,1,41,30262.0
6999,3,1,57,47349.0
7000,3,2,22,20741.0
7001,1,1,55,2292.0
7002,3,1,39,48401.0
7003,3,2,58,12066.0
7004,1,2,29,27371.0
7005,2,2,28,101557.0
7006,1,1,33,0.0
7007,2,1,44,38034.0
7008,3,1,41,16208.0
7009,2,1,59,6827.0
7010,3,1,43,4323.0
7011,1,2,37,11211.0
7012,3,2,29,4358.0
7013,2,1,32,37293.0
7014,2,2,41,2371.0
7015,1,1,45,93669.0
7016,2,2,31,14529.0
7017,2,2,38,19845.0
7018,2,2,28,43072.0
7019,2,2,24,19043.0
7020,3,1,51,55396.0
7021,2,2,43,180962.0
7022,2,1,44,59586.0
7023,2,1,42,50060.0
7024,2,2,25,22371.0
7025,2,3,40,106947.0
7026,1,1,35,270005.0
7027,1,2,27,153201.0
7028,1,1,49,63977.0
7029,1,2,40,-433.0
7030,2,1,43,38173.0
7031,1,1,40,16204.0
7032,2,1,31,52754.0
7033,2,1,24,28329.0
7034,2,1,30,48139.0
7035,1,1,37,317.0
7036,1,2,35,325.0
7037,1,1,52,112593.0
7038,2,1,61,0.0
7039,2,1,25,1906.0
7040,1,1,39,39823.0
7041,2,1,51,31281.0
7042,1,2,26,-12.0
7043,1,2,24,42509.0
7044,2,1,42,326.0
7045,1,2,26,11030.0
7046,2,1,53,9715.0
7047,2,1,32,0.0
7048,1,2,44,314607.0
7049,2,1,34,2738.0
7050,3,1,55,217016.0
7051,2,2,51,780.0
7052,2,2,29,36134.0
7053,3,1,46,25706.0
7054,1,2,24,49982.0
7055,3,2,31,30588.0
7056,1,2,29,48186.0
7057,2,2,28,35564.0
7058,2,1,34,4153.0
7059,2,3,30,40087.0
7060,2,1,37,12006.0
7061,2,2,29,16493.0
7062,2,2,30,193300.0
7063,3,2,37,19716.0
7064,2,2,23,47020.0
7065,1,2,25,8272.0
7066,1,2,32,0.0
7067,1,2,30,750.0
7068,2,1,37,106628.0
7069,2,2,38,112212.0
7070,1,1,40,28054.0
7071,1,2,32,95794.0
7072,2,1,41,-780.0
7073,2,2,31,124716.0
7074,2,2,45,836.0
7075,3,3,43,31199.0
7076,2,1,42,61759.0
7077,1,1,40,25375.0
7078,2,1,43,181048.0
7079,3,1,42,2207.0
7080,2,2,35,347994.0
7081,2,1,36,136286.0
7082,1,2,31,16170.0
7083,2,1,29,6764.0
7084,1,1,40,206803.0
7085,1,1,36,0.0
7086,3,1,38,0.0
7087,1,2,27,6504.0
7088,2,1,55,104344.0
7089,1,2,28,95956.0
7090,2,2,29,114538.0
7091,2,2,23,17313.0
7092,2,2,41,32016.0
7093,1,2,32,313383.0
7094,2,1,27,75652.0
7095,2,2,23,4561.0
7096,1,2,34,-258.0
7097,1,1,38,380.0
7098,2,1,47,85317.0
7099,2,2,41,162500.0
7100,2,2,24,108924.0
7101,1,2,33,1246.0
7102,3,2,35,41646.0
7103,5,1,44,47315.0
7104,1,2,37,20666.0
7105,3,2,47,48593.0
7106,1,1,43,0.0
7107,1,2,28,290.0
7108,1,2,36,2992.0
7109,2,2,28,28347.0
7110,2,2,27,68928.0
7111,1,2,40,193444.0
7112,1,1,30,1923.0
7113,2,1,31,32215.0
7114,1,1,35,21960.0
7115,2,2,48,86550.0
7116,1,2,29,119324.0
7117,2,1,35,11359.0
7118,1,2,30,124651.0
7119,2,1,35,29048.0
7120,1,2,26,1290.0
7121,2,1,47,164137.0
7122,1,1,45,185204.0
7123,1,2,42,308023.0
7124,2,2,24,137037.0
7125,2,2,39,142186.0
7126,2,1,31,1572.0
7127,2,2,40,33179.0
7128,2,1,33,8770.0
7129,2,2,39,308286.0
7130,2,1,44,16357.0
7131,2,2,34,189279.0
7132,1,1,35,160292.0
7133,3,2,22,36926.0
7134,1,2,25,38050.0
7135,1,2,27,1386.0
7136,3,1,29,118025.0
7137,1,1,38,47276.0
7138,2,2,22,55100.0
7139,3,1,48,7863.0
7140,2,2,24,94056.0
7141,2,2,21,0.0
7142,3,1,51,48550.0
7143,2,1,39,19643.0
7144,2,2,30,96638.0
7145,2,2,35,24524.0
7146,2,1,37,199911.0
7147,2,1,42,3726.0
7148,1,1,39,0.0
7149,1,2,27,2501.0
7150,3,1,54,1227.0
7151,1,2,24,28140.0
7152,1,1,34,74261.0
7153,2,1,37,144744.0
7154,3,1,27,27241.0
7155,2,2,24,9591.0
7156,2,2,30,49259.0
7157,2,2,27,0.0
7158,2,2,30,63182.0
7159,1,2,35,9164.0
7160,1,2,24,20873.0
7161,2,2,37,177961.0
7162,2,1,26,89947.0
7163,2,1,43,14102.0
7164,1,2,32,-1.0
7165,3,1,68,2000.0
7166,2,2,36,226.0
7167,1,1,37,3094.0
7168,2,2,29,28603.0
7169,2,1,51,10400.0
7170,1,2,23,0.0
7171,3,1,39,4964.0
7172,3,1,28,36847.0
7173,1,1,47,4003.0
7174,2,1,36,25274.0
7175,3,1,55,1194.0
7176,3,1,29,332123.0
7177,2,1,61,0.0
7178,3,1,33,32526.0
7179,2,1,62,0.0
7180,1,1,42,400.0
7181,1,2,34,18825.0
7182,2,1,30,60558.0
7183,2,2,21,13717.0
7184,2,1,25,1374.0
7185,2,1,47,390.0
7186,1,1,35,5770.0
7187,2,2,25,19242.0
7188,2,1,33,190547.0
7189,1,2,33,53087.0
7190,2,2,33,61089.0
7191,2,1,42,18317.0
7192,2,1,49,17013.0
7193,2,2,26,10693.0
7194,1,1,57,4560.0
7195,2,2,24,34670.0
7196,2,1,35,7961.0
7197,3,1,39,39667.0
7198,1,1,53,13605.0
7199,2,1,33,23762.0
7200,1,1,39,61708.0
7201,1,2,33,75985.0
7202,1,2,26,29712.0
7203,2,1,50,47721.0
7204,1,2,28,577.0
7205,2,2,25,107594.0
7206,1,1,41,2663.0
7207,2,1,44,500.0
7208,1,2,30,90864.0
7209,5,2,23,55197.0
7210,1,2,29,9124.0
7211,3,1,53,263.0
7212,2,1,43,4425.0
7213,1,2,32,9556.0
7214,1,1,52,0.0
7215,2,1,56,26008.0
7216,3,1,46,77490.0
7217,3,1,47,59098.0
7218,1,2,32,0.0
7219,2,1,26,1319.0
7220,1,2,28,7032.0
7221,3,1,65,80260.0
7222,1,1,34,4259.0
7223,1,2,44,39347.0
7224,2,1,37,330.0
7225,1,2,33,78038.0
7226,1,1,45,58180.0
7227,1,1,34,109256.0
7228,1,2,28,48910.0
7229,1,2,24,27181.0
7230,2,1,37,7465.0
7231,2,1,45,119109.0
7232,2,2,36,390.0
7233,1,2,38,16787.0
7234,2,2,24,12800.0
7235,2,2,53,8847.0
7236,1,2,27,6564.0
7237,2,1,28,14262.0
7238,1,1,34,-130.0
7239,3,1,41,185738.0
7240,1,1,36,2846.0
7241,1,2,24,48890.0
7242,2,1,47,10159.0
7243,3,2,33,1655.0
7244,2,1,52,316.0
7245,2,2,24,9923.0
7246,1,2,25,0.0
7247,2,2,24,15586.0
7248,2,1,28,296665.0
7249,1,2,28,350.0
7250,2,2,23,116212.0
7251,2,2,39,14154.0
7252,2,2,28,8200.0
7253,3,2,26,48560.0
7254,3,3,43,70367.0
7255,1,1,54,16355.0
7256,2,2,27,134492.0
7257,2,2,24,58143.0
7258,2,1,35,25806.0
7259,2,2,28,198724.0
7260,3,1,31,28835.0
7261,1,2,25,6005.0
7262,1,2,32,142043.0
7263,1,2,33,55066.0
7264,2,2,23,836.0
7265,3,2,42,0.0
7266,2,1,42,0.0
7267,2,2,27,11228.0
7268,2,2,36,10360.0
7269,1,1,42,8606.0
7270,1,2,38,37160.0
7271,2,2,39,56412.0
7272,1,2,31,1129.0
7273,2,1,32,8135.0
7274,1,2,33,1616.0
7275,2,1,35,27892.0
7276,3,1,28,18710.0
7277,1,1,44,27270.0
7278,1,1,50,101639.0
7279,1,2,32,30749.0
7280,3,2,35,63715.0
7281,1,2,34,324503.0
7282,2,2,30,65591.0
7283,3,1,54,34301.0
7284,2,2,24,68068.0
7285,2,1,38,1106.0
7286,1,2,26,77397.0
7287,3,1,34,19130.0
7288,2,2,39,20650.0
7289,2,2,33,36658.0
7290,2,2,33,69937.0
7291,1,1,41,113358.0
7292,3,1,41,-2225.0
7293,2,1,27,390.0
7294,2,1,45,79277.0
7295,2,1,37,18419.0
7296,1,2,35,317.0
7297,1,1,40,6112.0
7298,1,1,57,16090.0
7299,3,1,49,10242.0
7300,1,2,26,9459.0
7301,1,2,32,4270.0
7302,1,1,34,7639.0
7303,2,2,43,2048.0
7304,2,1,37,78089.0
7305,2,3,51,79502.0
7306,2,1,30,64596.0
7307,3,2,33,24457.0
7308,1,2,30,7015.0
7309,2,2,46,378.0
7310,2,2,23,82623.0
7311,2,3,30,11976.0
7312,1,2,35,8277.0
7313,2,2,22,27447.0
7314,1,1,28,12759.0
7315,2,2,44,310.0
7316,2,1,50,94314.0
7317,1,2,54,99932.0
7318,1,2,28,152072.0
7319,1,1,43,0.0
7320,2,2,42,3328.0
7321,1,2,28,78398.0
7322,2,1,30,2500.0
7323,1,1,43,110032.0
7324,2,1,40,21696.0
7325,2,2,31,50822.0
7326,2,1,30,6419.0
7327,1,2,27,641.0
7328,1,1,40,2573.0
7329,1,2,24,6265.0
7330,1,1,27,2459.0
7331,1,2,27,15475.0
7332,3,2,29,14246.0
7333,3,2,31,257920.0
7334,3,1,54,17708.0
7335,1,2,31,2507.0
7336,2,2,25,1582.0
7337,1,1,36,878.0
7338,2,1,39,20264.0
7339,3,1,35,67591.0
7340,1,2,28,168068.0
7341,2,1,34,49940.0
7342,1,3,51,3680.0
7343,3,1,42,113516.0
7344,3,2,50,84027.0
7345,2,1,34,13010.0
7346,1,1,40,511.0
7347,2,2,23,7795.0
7348,2,1,48,46780.0
7349,2,2,41,80140.0
7350,3,1,49,20452.0
7351,2,2,30,89670.0
7352,1,2,23,28239.0
7353,1,2,27,3257.0
7354,2,2,23,18497.0
7355,3,1,26,71147.0
7356,1,1,66,259874.0
7357,2,2,36,19211.0
7358,2,2,27,146778.0
7359,3,1,49,13881.0
7360,2,1,54,264.0
7361,1,2,30,150426.0
7362,1,2,30,214022.0
7363,2,1,28,108.0
7364,1,2,29,2356.0
7365,2,1,30,83640.0
7366,2,1,31,0.0
7367,2,1,37,87055.0
7368,2,2,27,15191.0
7369,2,1,37,23607.0
7370,1,2,39,1972.0
7371,2,2,36,134783.0
7372,2,1,34,95380.0
7373,2,1,37,0.0
7374,2,2,38,54198.0
7375,2,1,27,54921.0
7376,2,2,31,120890.0
7377,1,2,24,18199.0
7378,1,2,30,89538.0
7379,2,2,51,57595.0
7380,2,1,29,145907.0
7381,2,1,37,49775.0
7382,1,1,47,807.0
7383,2,1,54,61493.0
7384,2,1,23,795.0
7385,3,1,49,6904.0
7386,2,1,33,42932.0
7387,3,2,55,45698.0
7388,3,2,41,64425.0
7389,1,2,38,36098.0
7390,1,2,44,371917.0
7391,3,2,25,250.0
7392,1,1,35,1651.0
7393,2,1,41,107224.0
7394,3,1,31,23368.0
7395,1,2,28,406995.0
7396,2,1,37,2681.0
7397,2,1,43,0.0
7398,1,2,32,1147.0
7399,1,2,26,27255.0
7400,2,2,29,12393.0
7401,3,2,23,17030.0
7402,2,2,24,956.0
7403,2,1,43,16186.0
7404,1,1,34,14676.0
7405,4,1,39,-18.0
7406,2,1,36,27868.0
7407,2,2,34,588.0
7408,3,1,41,26042.0
7409,2,1,48,46495.0
7410,2,1,52,15768.0
7411,5,1,32,10335.0
7412,1,2,26,0.0
7413,1,1,36,2078.0
7414,2,2,23,-1000.0
7415,2,1,42,16070.0
7416,2,2,34,108180.0
7417,1,2,29,5624.0
7418,2,1,59,-1213.0
7419,1,2,29,2946.0
7420,2,2,31,0.0
7421,2,1,45,106974.0
7422,1,2,25,24066.0
7423,2,1,51,113247.0
7424,1,1,34,0.0
7425,1,1,38,114413.0
7426,2,2,45,207977.0
7427,1,2,32,52582.0
7428,1,2,32,126080.0
7429,3,2,50,390.0
7430,2,1,30,0.0
7431,1,3,33,165090.0
7432,2,2,28,29617.0
7433,1,2,25,12218.0
7434,1,2,32,13819.0
7435,1,2,37,116093.0
7436,1,2,24,12324.0
7437,2,1,31,239.0
7438,2,1,43,25166.0
7439,2,2,22,0.0
7440,2,2,38,2410.0
7441,2,1,40,23833.0
7442,1,1,49,0.0
7443,3,2,26,74453.0
7444,3,2,25,20983.0
7445,3,2,51,25577.0
7446,3,1,40,88185.0
7447,2,1,31,71876.0
7448,1,2,41,16366.0
7449,3,2,26,38726.0
7450,3,2,32,113932.0
7451,2,2,26,0.0
7452,1,2,32,0.0
7453,1,1,43,390.0
7454,1,2,29,121805.0
7455,1,1,43,0.0
7456,2,2,44,26697.0
7457,2,1,34,102724.0
7458,2,1,37,2626.0
7459,2,2,30,34405.0
7460,2,1,41,171565.0
7461,1,2,52,91656.0
7462,2,1,38,1604.0
7463,3,2,34,3821.0
7464,2,2,25,8791.0
7465,2,2,36,190120.0
7466,2,2,52,191937.0
7467,1,1,40,100026.0
7468,1,2,39,10968.0
7469,2,1,35,76050.0
7470,2,2,28,169531.0
7471,3,1,63,56285.0
7472,2,1,33,26772.0
7473,1,1,38,0.0
7474,2,2,30,20586.0
7475,1,1,36,0.0
7476,2,1,42,9801.0
7477,2,2,31,2908.0
7478,3,1,44,80808.0
7479,2,2,39,48493.0
7480,2,2,28,111541.0
7481,1,2,23,11672.0
7482,3,2,26,28995.0
7483,2,1,42,-606.0
7484,2,2,28,35991.0
7485,2,1,27,21632.0
7486,1,1,36,51713.0
7487,1,2,30,217.0
7488,2,2,27,78406.0
7489,3,1,40,158809.0
7490,2,1,36,19006.0
7491,2,1,33,23900.0
7492,3,1,42,13436.0
7493,5,1,32,3275.0
7494,1,2,32,162657.0
7495,3,2,53,5687.0
7496,1,1,34,2531.0
7497,1,2,33,10544.0
7498,2,1,30,0.0
7499,2,1,30,30583.0
7500,1,2,30,17144.0
7501,1,2,32,31634.0
7502,2,1,29,1473.0
7503,2,2,23,21034.0
7504,2,1,60,27497.0
7505,2,1,37,79900.0
7506,1,1,35,0.0
7507,2,1,36,6750.0
7508,3,2,51,53095.0
7509,3,1,30,134272.0
7510,3,2,31,3859.0
7511,1,2,48,0.0
7512,2,2,23,113900.0
7513,1,2,29,4301.0
7514,2,2,28,12272.0
7515,2,2,38,0.0
7516,1,2,52,0.0
7517,1,2,36,0.0
7518,2,2,37,119165.0
7519,2,1,33,1326.0
7520,2,1,24,176294.0
7521,2,1,45,390.0
7522,2,1,45,1471.0
7523,1,2,36,17611.0
7524,2,1,32,3979.0
7525,3,1,53,4405.0
7526,1,2,31,163406.0
7527,2,2,49,7282.0
7528,1,2,26,0.0
7529,3,2,27,3898.0
7530,1,2,28,237881.0
7531,1,2,36,50016.0
7532,1,2,27,246284.0
7533,1,2,41,0.0
7534,2,1,54,471.0
7535,2,2,47,53016.0
7536,2,1,32,2884.0
7537,2,2,38,141453.0
7538,1,2,27,77111.0
7539,2,1,42,44380.0
7540,2,2,33,19951.0
7541,2,2,22,19875.0
7542,1,2,28,0.0
7543,3,2,27,49780.0
7544,1,2,22,49077.0
7545,3,2,34,585.0
7546,1,2,35,3260.0
7547,2,1,37,2148.0
7548,2,2,23,20661.0
7549,1,1,51,11223.0
7550,2,2,49,27414.0
7551,3,1,44,69106.0
7552,1,2,26,2897.0
7553,2,1,38,3239.0
7554,2,2,31,18190.0
7555,1,1,58,158230.0
7556,2,2,30,12755.0
7557,2,2,46,47772.0
7558,2,2,44,77257.0
7559,2,1,40,1445.0
7560,1,2,28,59794.0
7561,3,2,29,24336.0
7562,2,2,27,36175.0
7563,2,1,48,73627.0
7564,1,2,41,1392.0
7565,1,2,33,239009.0
7566,2,1,37,28522.0
7567,2,1,48,11876.0
7568,2,2,30,20732.0
7569,2,2,22,76737.0
7570,3,1,42,50708.0
7571,3,1,25,93674.0
7572,2,1,37,12127.0
7573,1,2,26,245969.0
7574,2,1,31,350.0
7575,2,2,39,166915.0
7576,2,2,30,32781.0
7577,2,2,27,144648.0
7578,2,1,38,52121.0
7579,1,2,36,2111.0
7580,1,1,38,277523.0
7581,2,2,38,89842.0
7582,1,1,32,380.0
7583,2,1,39,133641.0
7584,2,2,28,83480.0
7585,1,2,25,-1855.0
7586,1,2,34,5237.0
7587,1,1,42,78.0
7588,1,2,24,4720.0
7589,1,2,27,49296.0
7590,2,2,23,57034.0
7591,2,1,36,15031.0
7592,2,2,22,30719.0
7593,2,2,68,203533.0
7594,2,2,39,16729.0
7595,2,2,30,0.0
7596,2,1,35,64875.0
7597,1,2,22,7702.0
7598,2,2,26,291.0
7599,2,1,56,500090.0
7600,2,3,46,0.0
7601,1,2,26,6208.0
7602,3,1,47,2855.0
7603,1,2,30,19003.0
7604,2,1,46,722.0
7605,2,1,39,827.0
7606,2,2,25,78651.0
7607,1,2,27,0.0
7608,2,2,33,0.0
7609,2,1,35,549.0
7610,2,2,24,71339.0
7611,3,1,60,68085.0
7612,2,2,36,62131.0
7613,2,2,37,171974.0
7614,2,2,49,12272.0
7615,3,2,23,2277.0
7616,3,1,51,55028.0
7617,2,2,24,2152.0
7618,2,1,47,109640.0
7619,3,2,23,47033.0
7620,2,1,39,-390.0
7621,3,1,33,140795.0
7622,1,2,23,18397.0
7623,1,2,25,11729.0
7624,2,2,29,18312.0
7625,3,3,48,19590.0
7626,1,1,42,27559.0
7627,1,1,41,390.0
7628,2,2,27,136308.0
7629,1,2,26,17704.0
7630,1,1,38,325.0
7631,2,1,28,1190.0
7632,3,2,33,30013.0
7633,2,2,42,51521.0
7634,2,1,35,60505.0
7635,2,2,24,8587.0
7636,2,2,28,145643.0
7637,1,2,27,135249.0
7638,3,2,32,4338.0
7639,3,3,48,-739.0
7640,1,2,32,2785.0
7641,2,2,27,30365.0
7642,2,2,34,36773.0
7643,2,2,24,45537.0
7644,3,2,49,15966.0
7645,2,2,36,37329.0
7646,1,1,30,44820.0
7647,2,1,57,2008.0
7648,3,1,42,14376.0
7649,2,1,39,10086.0
7650,3,2,36,45810.0
7651,1,1,40,171841.0
7652,2,1,38,84883.0
7653,3,1,39,16946.0
7654,1,2,24,27576.0
7655,1,2,32,42325.0
7656,2,1,46,390.0
7657,2,1,44,0.0
7658,2,2,31,54207.0
7659,1,1,36,81719.0
7660,3,2,44,78950.0
7661,2,2,45,48406.0
7662,2,1,58,70428.0
7663,2,1,50,76025.0
7664,1,2,27,19333.0
7665,2,2,33,47867.0
7666,2,2,43,34213.0
7667,1,2,28,10631.0
7668,2,2,34,0.0
7669,2,1,28,106540.0
7670,2,2,25,0.0
7671,1,2,28,95065.0
7672,2,1,34,6451.0
7673,2,1,35,10215.0
7674,2,1,43,3451.0
7675,3,1,38,100443.0
7676,5,1,48,37896.0
7677,3,1,23,20030.0
7678,2,2,26,43310.0
7679,3,2,41,24064.0
7680,2,1,49,153880.0
7681,2,3,64,24541.0
7682,3,1,48,111990.0
7683,2,2,40,0.0
7684,1,2,30,179.0
7685,1,1,37,0.0
7686,2,2,28,1421.0
7687,1,1,46,9435.0
7688,2,2,47,219.0
7689,2,1,35,48131.0
7690,2,2,31,95972.0
7691,2,1,25,119703.0
7692,2,1,45,221691.0
7693,2,1,39,296002.0
7694,1,2,29,16645.0
7695,1,2,27,13394.0
7696,1,1,36,7058.0
7697,1,2,32,166848.0
7698,3,2,31,77595.0
7699,3,2,23,23268.0
7700,1,2,33,0.0
7701,1,1,31,315.0
7702,3,2,38,4822.0
7703,3,2,53,100184.0
7704,1,2,38,180486.0
7705,1,2,25,37287.0
7706,1,2,25,85.0
7707,2,1,37,17214.0
7708,2,1,50,294100.0
7709,3,1,47,78415.0
7710,2,2,31,24645.0
7711,1,2,23,47201.0
7712,2,1,34,24249.0
7713,2,1,34,97196.0
7714,2,2,30,95799.0
7715,1,2,33,33331.0
7716,2,1,43,129099.0
7717,1,1,35,50482.0
7718,2,1,30,36472.0
7719,1,2,25,32915.0
7720,1,2,23,19082.0
7721,1,1,33,0.0
7722,1,1,31,0.0
7723,2,1,37,196807.0
7724,1,2,23,11495.0
7725,2,1,41,149343.0
7726,1,2,30,0.0
7727,1,1,49,4739.0
7728,1,1,35,47603.0
7729,3,1,44,-1600.0
7730,3,1,53,4794.0
7731,5,1,23,5000.0
7732,2,2,23,32589.0
7733,1,2,29,102640.0
7734,2,1,52,18499.0
7735,1,2,28,36541.0
7736,2,2,24,20378.0
7737,1,1,41,100608.0
7738,2,2,24,45647.0
7739,1,2,33,161054.0
7740,1,1,48,5472.0
7741,2,2,22,49334.0
7742,2,2,28,87248.0
7743,2,1,42,18464.0
7744,1,2,24,50537.0
7745,2,1,54,26730.0
7746,1,1,31,0.0
7747,1,1,54,1348.0
7748,2,1,41,131720.0
7749,3,1,44,6826.0
7750,2,2,22,80491.0
7751,2,3,40,89762.0
7752,3,2,44,149229.0
7753,2,1,44,3947.0
7754,2,2,22,13540.0
7755,2,2,29,4603.0
7756,1,2,29,170894.0
7757,2,1,40,2300.0
7758,1,2,32,203689.0
7759,2,2,33,17439.0
7760,3,1,38,6270.0
7761,1,2,31,7521.0
7762,2,2,23,10478.0
7763,2,2,26,46891.0
7764,1,2,31,81734.0
7765,2,1,40,184164.0
7766,2,2,24,2522.0
7767,1,2,29,390.0
7768,2,1,27,48098.0
7769,2,2,37,280110.0
7770,2,2,25,1285.0
7771,2,2,30,18301.0
7772,2,2,42,5268.0
7773,3,1,44,5730.0
7774,1,2,28,114144.0
7775,2,2,23,27171.0
7776,2,1,46,0.0
7777,2,1,34,126305.0
7778,1,1,45,43885.0
7779,1,2,24,3055.0
7780,2,1,28,45738.0
7781,2,2,32,43788.0
7782,2,2,27,50679.0
7783,2,2,26,221.0
7784,2,2,46,780.0
7785,3,3,48,10514.0
7786,2,2,25,41757.0
7787,3,2,49,34461.0
7788,1,1,49,2500.0
7789,2,2,26,46467.0
7790,1,1,32,0.0
7791,2,1,44,396.0
7792,2,1,22,20439.0
7793,2,2,26,46738.0
7794,2,2,36,0.0
7795,1,1,38,54787.0
7796,2,2,22,4873.0
7797,4,2,47,1478.0
7798,2,1,25,37540.0
7799,2,2,22,19194.0
7800,1,2,39,1264.0
7801,1,2,42,1347.0
7802,2,2,31,30619.0
7803,2,1,36,26244.0
7804,2,1,33,5576.0
7805,1,2,29,554.0
7806,3,2,26,24132.0
7807,1,1,42,124064.0
7808,3,2,29,47863.0
7809,3,1,40,65198.0
7810,2,1,53,211630.0
7811,2,1,48,140.0
7812,2,1,43,66083.0
7813,1,2,31,3555.0
7814,2,1,27,4527.0
7815,1,2,29,12044.0
7816,3,1,51,2731.0
7817,2,2,27,17654.0
7818,3,1,38,3465.0
7819,2,2,28,49417.0
7820,1,2,36,143200.0
7821,2,2,48,390.0
7822,2,2,25,19508.0
7823,2,2,46,2635.0
7824,2,2,41,120767.0
7825,1,2,32,7130.0
7826,2,1,31,-66.0
7827,2,1,25,30925.0
7828,2,2,26,5385.0
7829,2,1,29,73302.0
7830,2,1,34,711.0
7831,1,1,39,196409.0
7832,2,2,30,43779.0
7833,2,2,26,55348.0
7834,1,2,27,2436.0
7835,1,2,26,64086.0
7836,2,2,23,15879.0
7837,3,2,27,63584.0
7838,1,1,46,106111.0
7839,2,2,27,1200.0
7840,3,2,23,6319.0
7841,2,2,34,1467.0
7842,1,2,25,0.0
7843,2,1,28,24189.0
7844,2,1,36,-191.0
7845,2,1,39,10896.0
7846,2,2,24,27262.0
7847,1,1,25,91842.0
7848,1,2,27,20234.0
7849,2,1,28,45537.0
7850,2,1,25,103398.0
7851,1,1,51,771.0
7852,1,2,28,48508.0
7853,3,2,27,132755.0
7854,1,2,35,7443.0
7855,2,2,22,19248.0
7856,1,2,25,315632.0
7857,1,2,31,-129.0
7858,2,2,30,416.0
7859,2,2,21,13660.0
7860,2,2,25,26798.0
7861,3,2,28,7220.0
7862,2,1,37,164240.0
7863,1,1,37,68329.0
7864,2,2,38,33814.0
7865,2,2,26,37862.0
7866,1,2,28,63504.0
7867,2,2,44,57657.0
7868,2,2,28,200.0
7869,3,1,47,38412.0
7870,1,2,26,299.0
7871,2,1,45,63049.0
7872,1,1,25,184538.0
7873,2,1,34,18328.0
7874,2,2,42,24984.0
7875,1,1,51,63406.0
7876,2,2,24,23787.0
7877,1,1,36,251931.0
7878,2,2,29,130708.0
7879,2,1,44,220439.0
7880,2,2,24,2400.0
7881,1,1,42,0.0
7882,2,2,33,1863.0
7883,2,1,30,135001.0
7884,2,2,33,114984.0
7885,1,2,24,12806.0
7886,1,2,34,154085.0
7887,2,1,29,168374.0
7888,1,2,29,19030.0
7889,2,1,33,21670.0
7890,1,1,31,21359.0
7891,4,1,52,302396.0
7892,2,2,23,30941.0
7893,2,2,23,115653.0
7894,3,1,44,485.0
7895,2,1,27,164214.0
7896,1,2,41,396.0
7897,1,2,29,7712.0
7898,2,1,47,31121.0
7899,3,1,53,66002.0
7900,2,1,40,12555.0
7901,2,1,29,56252.0
7902,2,1,40,14492.0
7903,2,2,36,2404.0
7904,1,1,50,58979.0
7905,1,1,35,736.0
7906,2,2,22,57889.0
7907,2,2,29,24043.0
7908,1,1,48,5349.0
7909,3,2,55,47860.0
7910,1,2,45,96131.0
7911,2,1,49,164210.0
7912,1,2,27,95757.0
7913,1,2,29,928.0
7914,1,2,37,71985.0
7915,1,2,29,6748.0
7916,2,2,35,1908.0
7917,3,2,25,57530.0
7918,1,2,25,51139.0
7919,2,2,24,27295.0
7920,1,2,37,3351.0
7921,2,1,24,10085.0
7922,1,2,30,60762.0
7923,3,2,53,21101.0
7924,2,2,26,193345.0
7925,2,2,36,32899.0
7926,1,2,30,15176.0
7927,3,1,50,119231.0
7928,1,2,29,8972.0
7929,2,1,35,1866.0
7930,2,1,47,-6.0
7931,2,2,22,7600.0
7932,1,1,70,0.0
7933,2,1,26,14661.0
7934,2,2,28,7445.0
7935,2,2,24,77139.0
7936,1,2,29,0.0
7937,1,2,25,18836.0
7938,2,2,35,179662.0
7939,2,2,24,125080.0
7940,3,0,50,9404.0
7941,2,1,36,9845.0
7942,1,1,38,8213.0
7943,2,1,45,30226.0
7944,2,2,29,5804.0
7945,2,1,37,17450.0
7946,2,1,50,22858.0
7947,2,1,48,0.0
7948,2,2,39,13124.0
7949,3,2,48,0.0
7950,3,1,53,99768.0
7951,3,2,35,33507.0
7952,2,2,30,77413.0
7953,1,1,42,69896.0
7954,1,1,62,12980.0
7955,3,0,27,49929.0
7956,2,2,23,390.0
7957,1,2,29,146330.0
7958,2,2,33,16003.0
7959,2,1,58,32113.0
7960,1,2,26,18362.0
7961,2,2,25,20014.0
7962,2,1,34,45398.0
7963,3,1,46,1672.0
7964,2,2,34,19727.0
7965,2,1,27,53119.0
7966,2,2,24,0.0
7967,2,2,23,16622.0
7968,3,1,45,10574.0
